,Year-Rank,Movie,Year,Imdb,Metascore,Votes,Genre,Runtime,Cert,Gross,Director,Stars,n_imdb
420,4,JFK,1991,8.0,72,127377.0,"
Drama, History, Thriller            ",189 min,R,70405498.0,Oliver Stone,"['Kevin Costner', 'Gary Oldman', 'Jack Lemmon', 'Walter Matthau']",80.0
421,5,Boyz n the Hood,1991,7.8,76,107934.0,"
Crime, Drama            ",112 min,R,57504069.0,John Singleton,"['Cuba Gooding Jr.', 'Laurence Fishburne', 'Hudhail Al-Amir', 'Lloyd Avery II']",78.0
422,6,Night on Earth,1991,7.8,68,47896.0,"
Comedy, Drama            ",129 min,R,2015810.0,Jim Jarmusch,"['Winona Ryder', 'Gena Rowlands', 'Lisanne Falk', 'Alan Randolph Scott']",78.0
423,7,Fried Green Tomatoes,1991,7.7,64,59268.0,"
Drama            ",130 min,-,82418501.0,Jon Avnet,"['Kathy Bates', 'Jessica Tandy', 'Mary Stuart Masterson', 'Mary-Louise Parker']",77.0
424,8,Barton Fink,1991,7.7,69,100831.0,"
Comedy, Drama, Thriller            ",116 min,R,6153939.0,Joel Coen,"['John Turturro', 'John Goodman', 'Judy Davis', 'Michael Lerner']",77.0
425,9,The Fisher King,1991,7.6,61,71247.0,"
Comedy, Drama, Fantasy            ",138 min,R,41895491.0,Terry Gilliam,"['Jeff Bridges', 'Robin Williams', 'Adam Bryant', 'Paul Lombardi']",76.0
426,10,Thelma & Louise,1991,7.4,88,117075.0,"
Adventure, Crime, Drama            ",130 min,R,45361000.0,Ridley Scott,"['Susan Sarandon', 'Geena Davis', 'Harvey Keitel', 'Michael Madsen']",74.0
427,11,Cape Fear,1991,7.3,73,146991.0,"
Crime, Thriller            ",128 min,A,79100000.0,Martin Scorsese,"['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis']",73.0
428,12,Point Break,1991,7.2,58,132324.0,"
Action, Crime, Thriller            ",122 min,R,43218387.0,Kathryn Bigelow,"['Patrick Swayze', 'Keanu Reeves', 'Gary Busey', 'Lori Petty']",72.0
429,13,The Doors,1991,7.2,62,75333.0,"
Biography, Drama, Music            ",140 min,R,35183792.0,Oliver Stone,"['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan', 'Frank Whaley']",72.0
430,14,Star Trek VI: The Undiscovered Country,1991,7.2,65,62699.0,"
Action, Adventure, Sci-Fi            ",110 min,PG,74888996.0,Nicholas Meyer,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']",72.0
431,15,Naked Lunch,1991,7.1,67,41399.0,"
Drama            ",115 min,R,2541541.0,David Cronenberg,"['Peter Weller', 'Judy Davis', 'Ian Holm', 'Julian Sands']",71.0
432,16,My Own Private Idaho,1991,7.1,77,42843.0,"
Drama            ",104 min,R,6401336.0,Gus Van Sant,"['River Phoenix', 'Keanu Reeves', 'James Russo', 'William Richert']",71.0
433,17,The Last Boy Scout,1991,7.0,52,83939.0,"
Action, Comedy, Crime            ",105 min,R,59509925.0,Tony Scott,"['Bruce Willis', 'Damon Wayans', 'Chelsea Field', 'Noble Willingham']",70.0
434,18,What About Bob?,1991,7.0,60,56384.0,"
Comedy            ",99 min,-,63710000.0,Frank Oz,"['Bill Murray', 'Richard Dreyfuss', 'Julie Hagerty', 'Charlie Korsmo']",70.0
435,19,Dead Again,1991,7.0,66,23734.0,"
Crime, Drama, Mystery            ",107 min,R,38016380.0,Kenneth Branagh,"['Kenneth Branagh', 'Emma Thompson', 'Andy Garcia', 'Derek Jacobi']",70.0
436,20,Robin Hood: Prince of Thieves,1991,6.9,51,161096.0,"
Action, Adventure, Drama            ",143 min,-,165500000.0,Kevin Reynolds,"['Kevin Costner', 'Morgan Freeman', 'Mary Elizabeth Mastrantonio', 'Christian Slater']",69.0
437,21,The Addams Family,1991,6.9,57,110105.0,"
Comedy, Fantasy            ",99 min,-,113502000.0,Barry Sonnenfeld,"['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd', 'Dan Hedaya']",69.0
438,22,My Girl,1991,6.9,56,63596.0,"
Comedy, Drama, Family            ",102 min,PG,59847242.0,Howard Zieff,"['Anna Chlumsky', 'Macaulay Culkin', 'Dan Aykroyd', 'Jamie Lee Curtis']",69.0
439,23,The Naked Gun 2½: The Smell of Fear,1991,6.9,65,93438.0,"
Comedy, Crime            ",85 min,-,86930411.0,David Zucker,"['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy', 'O.J. Simpson']",69.0
440,24,Grand Canyon,1991,6.9,64,13675.0,"
Crime, Drama            ",134 min,R,33243020.0,Lawrence Kasdan,"['Danny Glover', 'Kevin Kline', 'Steve Martin', 'Mary McDonnell']",69.0
441,25,Bugsy,1991,6.8,80,23105.0,"
Biography, Crime, Drama            ",136 min,R,49114016.0,Barry Levinson,"['Warren Beatty', 'Annette Bening', 'Harvey Keitel', 'Ben Kingsley']",68.0
442,26,Hook,1991,6.7,52,206547.0,"
Adventure, Comedy, Family            ",142 min,-,119654823.0,Steven Spielberg,"['Dustin Hoffman', 'Robin Williams', 'Julia Roberts', 'Bob Hoskins']",67.0
443,27,Backdraft,1991,6.7,38,64254.0,"
Action, Crime, Drama            ",137 min,R,77868585.0,Ron Howard,"['Kurt Russell', 'William Baldwin', 'Robert De Niro', 'Donald Sutherland']",67.0
444,28,Regarding Henry,1991,6.7,47,26415.0,"
Drama, Romance            ",108 min,-,43001500.0,Mike Nichols,"['Harrison Ford', 'Annette Bening', 'Michael Haley', 'Stanley Swerdlow']",67.0
445,29,City Slickers,1991,6.7,70,42976.0,"
Comedy            ",113 min,-,124033791.0,Ron Underwood,"['Billy Crystal', 'Jack Palance', 'Daniel Stern', 'Bruno Kirby']",67.0
446,30,Hot Shots!,1991,6.7,61,89112.0,"
Action, Comedy            ",84 min,-,69467617.0,Jim Abrahams,"['Charlie Sheen', 'Cary Elwes', 'Valeria Golino', 'Lloyd Bridges']",67.0
447,31,The Prince of Tides,1991,6.7,65,14155.0,"
Drama, Romance            ",132 min,R,74787599.0,Barbra Streisand,"['Barbra Streisand', 'Nick Nolte', 'Blythe Danner', 'Kate Nelligan']",67.0
448,32,White Fang,1991,6.7,62,17542.0,"
Adventure, Drama            ",107 min,-,34793160.0,Randal Kleiser,"['Ethan Hawke', 'Klaus Maria Brandauer', 'Seymour Cassel', 'Susan Hogan']",67.0
449,33,L.A. Story,1991,6.7,66,27214.0,"
Comedy, Drama, Fantasy            ",95 min,-,28862081.0,Mick Jackson,"['Steve Martin', 'Victoria Tennant', 'Richard E. Grant', 'Sarah Jessica Parker']",67.0
450,34,Frankie and Johnny,1991,6.7,66,25573.0,"
Comedy, Drama, Romance            ",118 min,R,22773535.0,Garry Marshall,"['Al Pacino', 'Michelle Pfeiffer', 'Hector Elizondo', 'Nathan Lane']",67.0
451,35,Little Man Tate,1991,6.7,71,12679.0,"
Drama            ",99 min,-,25010896.0,Jodie Foster,"['Jodie Foster', 'Dianne Wiest', 'Adam Hann-Byrd', 'Alex Lee']",67.0
452,36,New Jack City,1991,6.6,61,27546.0,"
Action, Crime, Drama            ",97 min,R,47624253.0,Mario Van Peebles,"['Wesley Snipes', 'Ice-T', 'Allen Payne', 'Chris Rock']",66.0
453,37,Father of the Bride,1991,6.5,51,61324.0,"
Comedy, Family, Romance            ",105 min,-,89325780.0,Charles Shyer,"['Steve Martin', 'Diane Keaton', 'Martin Short', 'Kimberly Williams-Paisley']",65.0
454,38,Toy Soldiers,1991,6.5,46,17832.0,"
Action, Drama, Thriller            ",111 min,R,15073942.0,Daniel Petrie Jr.,"['Sean Astin', 'Wil Wheaton', 'Keith Coogan', 'Andrew Divoff']",65.0
455,39,Soapdish,1991,6.5,65,12819.0,"
Comedy, Romance            ",97 min,-,36489888.0,Michael Hoffman,"['Sally Field', 'Kevin Kline', 'Cathy Moriarty', 'Teri Hatcher']",65.0
456,1,Reservoir Dogs,1992,8.3,79,788192.0,"
Crime, Drama, Thriller            ",99 min,R,2832029.0,Quentin Tarantino,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn']",83.0
457,2,Unforgiven,1992,8.2,85,327288.0,"
Drama, Western            ",130 min,R,101157447.0,Clint Eastwood,"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris']",82.0
458,3,Aladdin,1992,8.0,86,305491.0,"
Animation, Adventure, Comedy            ",90 min,-,217350219.0,Ron Clements,"['Scott Weinger', 'Robin Williams', 'Linda Larkin', 'Jonathan Freeman']",80.0
459,4,Scent of a Woman,1992,8.0,59,223274.0,"
Drama            ",156 min,R,63895607.0,Martin Brest,"['Al Pacino', ""Chris O'Donnell"", 'James Rebhorn', 'Gabrielle Anwar']",80.0
460,5,The Last of the Mohicans,1992,7.8,76,131320.0,"
Action, Adventure, Drama            ",112 min,R,75505856.0,Michael Mann,"['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig']",78.0
461,6,Glengarry Glen Ross,1992,7.8,80,86399.0,"
Crime, Drama, Mystery            ",100 min,R,10725228.0,James Foley,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin']",78.0
462,7,A Few Good Men,1992,7.7,62,207426.0,"
Drama, Thriller            ",138 min,R,141340178.0,Rob Reiner,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon']",77.0
463,8,Malcolm X,1992,7.7,72,72993.0,"
Biography, Drama, History            ",202 min,PG-13,48169908.0,Spike Lee,"['Denzel Washington', 'Angela Bassett', 'Delroy Lindo', 'Spike Lee']",77.0
464,9,The Muppet Christmas Carol,1992,7.7,64,40111.0,"
Comedy, Drama, Family            ",85 min,-,27281507.0,Brian Henson,"['Michael Caine', 'Dave Goelz', 'Steve Whitmire', 'Jerry Nelson']",77.0
465,10,Army of Darkness,1992,7.6,57,146480.0,"
Comedy, Horror            ",81 min,R,11502976.0,Sam Raimi,"['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie']",76.0
466,11,Chaplin,1992,7.6,47,48225.0,"
Biography, Comedy, Drama            ",143 min,PG-13,9493259.0,Richard Attenborough,"['Robert Downey Jr.', 'Geraldine Chaplin', 'Paul Rhys', 'John Thaw']",76.0
467,12,The Player,1992,7.6,86,47789.0,"
Comedy, Crime, Drama            ",124 min,R,21706100.0,Robert Altman,"['Tim Robbins', 'Greta Scacchi', 'Fred Ward', 'Whoopi Goldberg']",76.0
468,13,Dracula,1992,7.5,57,165964.0,"
Horror            ",128 min,R,82522790.0,Francis Ford Coppola,"['Gary Oldman', 'Winona Ryder', 'Anthony Hopkins', 'Keanu Reeves']",75.0
469,14,Braindead,1992,7.5,54,84727.0,"
Comedy, Horror            ",104 min,R,242623.0,Peter Jackson,"['Timothy Balme', 'Diana Peñalver', 'Elizabeth Moody', 'Ian Watkin']",75.0
470,15,My Cousin Vinny,1992,7.5,68,93255.0,"
Comedy, Crime            ",120 min,R,52929168.0,Jonathan Lynn,"['Joe Pesci', 'Marisa Tomei', 'Ralph Macchio', 'Mitchell Whitfield']",75.0
471,16,Howards End,1992,7.5,89,24795.0,"
Drama, Romance            ",142 min,PG,25967000.0,James Ivory,"['Anthony Hopkins', 'Emma Thompson', 'Vanessa Redgrave', 'Helena Bonham Carter']",75.0
472,17,A River Runs Through It,1992,7.3,68,47419.0,"
Drama            ",123 min,PG,43440294.0,Robert Redford,"['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn']",73.0
473,18,The Crying Game,1992,7.3,90,46104.0,"
Crime, Drama, Romance            ",112 min,R,62549000.0,Neil Jordan,"['Stephen Rea', 'Jaye Davidson', 'Forest Whitaker', 'Miranda Richardson']",73.0
474,19,Lorenzo's Oil,1992,7.3,80,18412.0,"
Drama            ",129 min,PG-13,7286388.0,George Miller,"['Nick Nolte', 'Susan Sarandon', 'Peter Ustinov', 'Kathleen Wilhoite']",73.0
475,20,A League of Their Own,1992,7.2,67,81219.0,"
Comedy, Drama, Family            ",128 min,PG,107533928.0,Penny Marshall,"['Tom Hanks', 'Geena Davis', 'Lori Petty', 'Madonna']",72.0
476,21,Twin Peaks: Fire Walk with Me,1992,7.2,28,73204.0,"
Drama, Horror, Mystery            ",135 min,R,4160851.0,David Lynch,"['Sheryl Lee', 'Ray Wise', 'Mädchen Amick', 'Dana Ashbrook']",72.0
477,22,Strictly Ballroom,1992,7.2,72,22695.0,"
Comedy, Drama, Music            ",94 min,PG,11738022.0,Baz Luhrmann,"['Paul Mercurio', 'Tara Morice', 'Bill Hunter', 'Pat Thomson']",72.0
478,23,Como agua para chocolate,1992,7.2,86,15288.0,"
Drama, Romance            ",105 min,R,21665500.0,Alfonso Arau,"['Marco Leonardi', 'Lumi Cavazos', 'Regina Torné', 'Mario Iván Martínez']",72.0
479,24,Orlando,1992,7.2,74,11689.0,"
Biography, Drama, Fantasy            ",94 min,PG-13,5289772.0,Sally Potter,"['Tilda Swinton', 'Billy Zane', 'Quentin Crisp', 'Jimmy Somerville']",72.0
480,25,Benny's Video,1992,7.2,60,11565.0,"
Crime, Drama            ",105 min,-,11565.0,Michael Haneke,"['Arno Frisch', 'Angela Winkler', 'Ulrich Mühe', 'Ingrid Stassner']",72.0
481,26,Bad Lieutenant,1992,7.1,70,33406.0,"
Crime, Drama, Thriller            ",96 min,NC-17,2000022.0,Abel Ferrara,"['Harvey Keitel', 'Brian McElroy', 'Frank Acciarito', 'Peggy Gormley']",71.0
482,27,Juice,1992,7.1,60,20152.0,"
Action, Crime, Drama            ",95 min,R,20146880.0,Ernest R. Dickerson,"['Omar Epps', 'Tupac Shakur', ""Jermaine 'Huggy' Hopkins"", 'Khalil Kain']",71.0
483,28,Batman Returns,1992,7.0,68,244240.0,"
Action, Crime, Fantasy            ",126 min,PG-13,162831698.0,Tim Burton,"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken']",70.0
484,29,Wayne's World,1992,7.0,57,127904.0,"
Comedy, Music            ",94 min,PG-13,121697350.0,Penelope Spheeris,"['Mike Myers', 'Dana Carvey', 'Rob Lowe', 'Tia Carrere']",70.0
485,30,Newsies,1992,7.0,46,16979.0,"
Drama, Family, History            ",121 min,PG,2819485.0,Kenny Ortega,"['Christian Bale', 'Bill Pullman', 'Robert Duvall', 'Ann-Margret']",70.0
486,31,Basic Instinct,1992,6.9,41,151337.0,"
Drama, Mystery, Thriller            ",127 min,A,117727000.0,Paul Verhoeven,"['Michael Douglas', 'Sharon Stone', 'George Dzundza', 'Jeanne Tripplehorn']",69.0
487,32,School Ties,1992,6.9,65,20090.0,"
Drama            ",106 min,PG-13,14715067.0,Robert Mandel,"['Brendan Fraser', 'Matt Damon', ""Chris O'Donnell"", 'Randall Batinkoff']",69.0
488,33,Patriot Games,1992,6.9,64,91016.0,"
Action, Thriller            ",117 min,R,83287363.0,Phillip Noyce,"['Harrison Ford', 'Sean Bean', 'Anne Archer', 'Patrick Bergin']",69.0
489,34,White Men Can't Jump,1992,6.7,65,66807.0,"
Comedy, Drama, Sport            ",115 min,R,76253806.0,Ron Shelton,"['Wesley Snipes', 'Woody Harrelson', 'Rosie Perez', 'Tyra Ferrell']",67.0
490,1,Schindler's List,1993,8.9,93,1033193.0,"
Biography, Drama, History            ",195 min,A,96067179.0,Steven Spielberg,"['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley', 'Caroline Goodall']",89.0
491,2,Jurassic Park,1993,8.1,68,747482.0,"
Adventure, Sci-Fi, Thriller            ",127 min,UA,402453882.0,Steven Spielberg,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough']",81.0
492,3,In the Name of the Father,1993,8.1,84,135643.0,"
Biography, Drama            ",133 min,R,25010410.0,Jim Sheridan,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King']",81.0
493,4,The Nightmare Before Christmas,1993,8.0,82,257119.0,"
Animation, Family, Fantasy            ",76 min,PG,75082668.0,Henry Selick,"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey']",80.0
494,5,Groundhog Day,1993,8.0,72,520957.0,"
Comedy, Fantasy, Romance            ",101 min,PG,70906973.0,Harold Ramis,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott', 'Stephen Tobolowsky']",80.0
495,6,True Romance,1993,7.9,59,182869.0,"
Crime, Drama, Romance            ",119 min,R,12281500.0,Tony Scott,"['Christian Slater', 'Patricia Arquette', 'Dennis Hopper', 'Val Kilmer']",79.0
496,7,The Remains of the Day,1993,7.9,84,54218.0,"
Drama, Romance            ",134 min,PG,22954968.0,James Ivory,"['Anthony Hopkins', 'Emma Thompson', 'John Haycraft', 'Christopher Reeve']",79.0
497,8,Naked,1993,7.9,84,28603.0,"
Comedy, Drama            ",132 min,-,1769305.0,Mike Leigh,"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge', 'Greg Cruttwell']",79.0
498,9,Tombstone,1993,7.8,50,109656.0,"
Action, Biography, Drama            ",130 min,R,56505065.0,George P. Cosmatos,"['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton']",78.0
499,10,What's Eating Gilbert Grape,1993,7.8,73,191728.0,"
Drama            ",118 min,PG-13,9170214.0,Lasse Hallström,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis', 'Mary Steenburgen']",78.0
500,11,The Fugitive,1993,7.8,87,237924.0,"
Action, Crime, Drama            ",130 min,PG-13,183875760.0,Andrew Davis,"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward', 'Julianne Moore']",78.0
501,12,A Bronx Tale,1993,7.8,80,112363.0,"
Crime, Drama            ",121 min,R,17266971.0,Robert De Niro,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato', 'Francis Capra']",78.0
502,13,Dazed and Confused,1993,7.7,78,142336.0,"
Comedy            ",102 min,R,7993039.0,Richard Linklater,"['Jason London', 'Wiley Wiggins', 'Matthew McConaughey', 'Rory Cochrane']",77.0
503,14,Philadelphia,1993,7.7,66,200300.0,"
Drama            ",125 min,PG-13,77324422.0,Jonathan Demme,"['Tom Hanks', 'Denzel Washington', 'Roberta Maxwell', 'Buzz Kilman']",77.0
504,15,Short Cuts,1993,7.7,79,38631.0,"
Comedy, Drama            ",188 min,R,6110979.0,Robert Altman,"['Andie MacDowell', 'Julianne Moore', 'Tim Robbins', 'Bruce Davison']",77.0
505,16,The Piano,1993,7.6,89,71205.0,"
Drama, Music, Romance            ",121 min,R,40158000.0,Jane Campion,"['Holly Hunter', 'Harvey Keitel', 'Sam Neill', 'Anna Paquin']",76.0
506,17,Falling Down,1993,7.6,56,151130.0,"
Crime, Drama, Thriller            ",113 min,R,40903593.0,Joel Schumacher,"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey', 'Rachel Ticotin']",76.0
507,18,The Joy Luck Club,1993,7.6,84,13689.0,"
Drama            ",139 min,R,32861136.0,Wayne Wang,"['Tamlyn Tomita', 'Rosalind Chao', 'Kieu Chinh', 'Tsai Chin']",76.0
508,19,Menace II Society,1993,7.5,76,45299.0,"
Crime, Drama, Thriller            ",97 min,R,27900000.0,Albert Hughes,"['Tyrin Turner', 'Larenz Tate', 'June Kyoto Lu', 'Toshi Toda']",75.0
509,20,A Perfect World,1993,7.5,71,65228.0,"
Crime, Drama, Thriller            ",138 min,PG-13,31160784.0,Clint Eastwood,"['Kevin Costner', 'Clint Eastwood', 'Laura Dern', 'T.J. Lowther']",75.0
510,21,Searching for Bobby Fischer,1993,7.5,89,26428.0,"
Biography, Drama            ",109 min,PG,7266383.0,Steven Zaillian,"['Joe Mantegna', 'Ben Kingsley', 'Max Pomeranc', 'Joan Allen']",75.0
511,22,This Boy's Life,1993,7.3,60,41044.0,"
Biography, Drama            ",115 min,R,4104962.0,Michael Caton-Jones,"['Robert De Niro', 'Leonardo DiCaprio', 'Ellen Barkin', 'Jonah Blechman']",73.0
512,23,The Age of Innocence,1993,7.2,90,42223.0,"
Drama, Romance            ",139 min,PG,32200000.0,Martin Scorsese,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder', 'Linda Faye Farkas']",72.0
513,24,In the Line of Fire,1993,7.2,74,82184.0,"
Action, Crime, Drama            ",128 min,R,102314283.0,Wolfgang Petersen,"['Clint Eastwood', 'John Malkovich', 'Rene Russo', 'Dylan McDermott']",72.0
514,25,Benny & Joon,1993,7.2,57,50467.0,"
Comedy, Drama, Romance            ",98 min,PG,23202734.0,Jeremiah S. Chechik,"['Johnny Depp', 'Mary Stuart Masterson', 'Aidan Quinn', 'Julianne Moore']",72.0
515,26,Mrs. Doubtfire,1993,7.0,53,210827.0,"
Comedy, Drama, Family            ",125 min,PG-13,219200000.0,Chris Columbus,"['Robin Williams', 'Sally Field', 'Pierce Brosnan', 'Harvey Fierstein']",70.0
516,27,Grumpy Old Men,1993,7.0,53,38795.0,"
Comedy, Drama, Romance            ",103 min,PG-13,70172621.0,Donald Petrie,"['Jack Lemmon', 'Walter Matthau', 'Ann-Margret', 'Burgess Meredith']",70.0
517,28,Red Rock West,1993,7.0,79,17764.0,"
Crime, Drama, Thriller            ",98 min,R,2502551.0,John Dahl,"['Nicolas Cage', 'Dennis Hopper', 'Lara Flynn Boyle', 'Craig Reay']",70.0
518,29,Cool Runnings,1993,6.9,60,81393.0,"
Adventure, Comedy, Family            ",98 min,PG,68856263.0,Jon Turteltaub,"['John Candy', 'Leon', 'Doug E. Doug', 'Rawle D. Lewis']",69.0
519,1,The Shawshank Redemption,1994,9.3,80,2002148.0,"
Drama            ",142 min,A,28341469.0,Frank Darabont,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler']",93.0
520,2,Pulp Fiction,1994,8.9,94,1563085.0,"
Crime, Drama            ",154 min,A,107928762.0,Quentin Tarantino,"['John Travolta', 'Uma Thurman', 'Samuel L. Jackson', 'Bruce Willis']",89.0
521,3,Forrest Gump,1994,8.8,82,1523761.0,"
Drama, Romance            ",142 min,PG-13,330252182.0,Robert Zemeckis,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Sally Field']",88.0
522,4,Léon,1994,8.6,64,877235.0,"
Crime, Drama, Thriller            ",110 min,R,19501238.0,Luc Besson,"['Jean Reno', 'Gary Oldman', 'Natalie Portman', 'Danny Aiello']",86.0
523,5,The Lion King,1994,8.5,83,788110.0,"
Animation, Adventure, Drama            ",88 min,U,312900000.0,Roger Allers,"['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Whoopi Goldberg']",85.0
524,6,Chung Hing sam lam,1994,8.1,77,49709.0,"
Crime, Drama, Romance            ",102 min,PG-13,600200.0,Kar-Wai Wong,"['Brigitte Lin', 'Takeshi Kaneshiro', 'Tony Chiu-Wai Leung', 'Faye Wong']",81.0
525,7,Ed Wood,1994,7.9,70,154149.0,"
Biography, Comedy, Drama            ",127 min,R,5887457.0,Tim Burton,"['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette']",79.0
526,8,Clerks,1994,7.8,70,197172.0,"
Comedy            ",92 min,R,3151130.0,Kevin Smith,"[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer']",78.0
527,9,Interview with the Vampire: The Vampire Chronicles,1994,7.6,59,266751.0,"
Drama, Horror            ",123 min,R,105264608.0,Neil Jordan,"['Brad Pitt', 'Tom Cruise', 'Antonio Banderas', 'Kirsten Dunst']",76.0
528,10,The Crow,1994,7.6,71,151132.0,"
Action, Drama, Fantasy            ",102 min,R,50693162.0,Alex Proyas,"['Brandon Lee', 'Michael Wincott', 'Rochelle Davis', 'Ernie Hudson']",76.0
529,11,Fresh,1994,7.6,81,10751.0,"
Crime, Drama, Thriller            ",114 min,R,8094616.0,Boaz Yakin,"['Sean Nelson', 'Giancarlo Esposito', 'Samuel L. Jackson', ""N'Bushe Wright""]",76.0
530,12,Legends of the Fall,1994,7.5,45,128143.0,"
Drama, Romance, War            ",133 min,R,66638883.0,Edward Zwick,"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond']",75.0
