 Year-Rank Movie Year Imdb Metascore Votes Genre Runtime Cert Gross Director Stars
Biography, Drama, History            " "131 min" - 35615609.0 "Mike Nichols" "['Meryl Streep', 'Kurt Russell', 'Cher', 'Craig T. Nelson']"
128 15 "Educating Rita" (1983) 7.2 52 47680 "
Comedy, Drama            " "110 min" - 14648076.0 "Lewis Gilbert" "['Michael Caine', 'Julie Walters', 'Michael Williams', 'Maureen Lipman']"
129 16 WarGames (1983) 7.1 77 47680 "
Sci-Fi, Thriller            " "114 min" - 79568000.0 "John Badham" "['Matthew Broderick', 'Ally Sheedy', 'John Wood', 'Dabney Coleman']"
130 17 "Risky Business" (1983) 6.8 75 47680 "
Comedy, Crime, Drama            " "99 min" - 63500000.0 "Paul Brickman" "['Tom Cruise', 'Rebecca De Mornay', 'Joe Pantoliano', 'Richard Masur']"
131 18 "The Adventures of Bob & Doug McKenzie: Strange Brew" (1983) 6.8 50 47680 "
Comedy, Crime, Sci-Fi            " "90 min" - 14240.0 "Rick Moranis" "['Rick Moranis', 'Dave Thomas', 'Max von Sydow', 'Paul Dooley']"
132 19 Christine (1983) 6.7 57 47680 "
Horror            " "110 min" A 21200000.0 "John Carpenter" "['Keith Gordon', 'John Stockwell', 'Alexandra Paul', 'Robert Prosky']"
133 20 Octopussy (1983) 6.6 63 47680 "
Action, Adventure, Thriller            " "131 min" - 67900000.0 "John Glen" "['Roger Moore', 'Maud Adams', 'Louis Jourdan', 'Kristina Wayborn']"
134 21 "Sudden Impact" (1983) 6.6 52 47680 "
Action, Crime, Thriller            " "117 min" - 67642693.0 "Clint Eastwood" "['Clint Eastwood', 'Sondra Locke', 'Pat Hingle', 'Bradford Dillman']"
135 22 "Twilight Zone: The Movie" (1983) 6.5 44 47680 "
Horror, Sci-Fi            " "101 min" - 29500000.0 "Joe Dante" "['Dan Aykroyd', 'Albert Brooks', 'Vic Morrow', 'Doug McGrath']"
136 23 "Mr. Mom" (1983) 6.5 50 47680 "
Comedy, Drama            " "91 min" - 64800000.0 "Stan Dragoti" "['Michael Keaton', 'Teri Garr', 'Frederick Koehler', 'Taliesin Jaffe']"
137 24 "Valley Girl" (1983) 6.4 66 47680 "
Comedy, Romance            " "99 min" - 16797122.0 "Martha Coolidge" "['Nicolas Cage', 'Deborah Foreman', 'Elizabeth Daily', 'Michael Bowen']"
138 25 "Psycho II" (1983) 6.4 54 47680 "
Crime, Horror, Mystery            " "113 min" - 34725000.0 "Richard Franklin" "['Anthony Perkins', 'Vera Miles', 'Meg Tilly', 'Robert Loggia']"
139 26 "Blue Thunder" (1983) 6.4 66 47680 "
Action, Crime, Drama            " "109 min" - 42313354.0 "John Badham" "['Roy Scheider', 'Warren Oates', 'Candy Clark', 'Daniel Stern']"
140 27 "The Man with Two Brains" (1983) 6.4 61 47680 "
Comedy, Romance, Sci-Fi            " "93 min" - 10100000.0 "Carl Reiner" "['Steve Martin', 'Kathleen Turner', 'David Warner', 'Paul Benedict']"
141 28 "Sleepaway Camp" (1983) 6.3 58 47680 "
Horror            " "84 min" - 11000000.0 "Robert Hiltzik" "['Felissa Rose', 'Jonathan Tiersten', 'Karen Fields', 'Christopher Collet']"
142 29 "Never Say Never Again" (1983) 6.2 68 47680 "
Action, Adventure, Thriller            " "134 min" - 55500000.0 "Irvin Kershner" "['Sean Connery', 'Kim Basinger', 'Klaus Maria Brandauer', 'Max von Sydow']"
143 30 Flashdance (1983) 6.1 39 47680 "
Drama, Music, Romance            " "95 min" - 94900000.0 "Adrian Lyne" "['Jennifer Beals', 'Michael Nouri', 'Lilia Skala', 'Sunny Johnson']"
144 31 Krull (1983) 6.1 45 47680 "
Action, Adventure, Fantasy            " "116 min" - 16519460.0 "Peter Yates" "['Ken Marshall', 'Lysette Anthony', 'Freddie Jones', 'Francesca Annis']"
145 32 Cujo (1983) 6.0 57 47680 "
Horror, Thriller            " "93 min" - 21200000.0 "Lewis Teague" "['Dee Wallace', 'Daniel Hugh Kelly', 'Danny Pintauro', 'Christopher Stone']"
146 33 "All the Right Moves" (1983) 5.9 62 47680 "
Drama, Romance, Sport            " "91 min" - 17233166.0 "Michael Chapman" "['Tom Cruise', 'Lea Thompson', 'Craig T. Nelson', 'Charles Cioffi']"
147 34 "Superman III" (1983) 4.9 44 47680 "
Action, Comedy, Sci-Fi            " "125 min" - 59950623.0 "Richard Lester" "['Christopher Reeve', 'Richard Pryor', 'Margot Kidder', 'Jackie Cooper']"
148 35 "Staying Alive" (1983) 4.5 23 47680 "
Drama, Music, Romance            " "93 min" - 64892670.0 "Sylvester Stallone" "['John Travolta', 'Cynthia Rhodes', 'Finola Hughes', 'Steve Inwood']"
149 36 "Jaws 3-D" (1983) 3.6 27 47680 "
Adventure, Horror, Thriller            " "99 min" - 45517055.0 "Joe Alves" "['Dennis Quaid', 'Bess Armstrong', 'Simon MacCorkindale', 'Louis Gossett Jr.']"
150 1 Amadeus (1984) 8.3 93 47680 "
Biography, Drama, History            " "160 min" R 51973029.0 "Milos Forman" "['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice']"
151 2 "Kaze no tani no Naushika" (1984) 8.1 86 47680 "
Animation, Adventure, Fantasy            " "117 min" PG 122130.0 "Hayao Miyazaki" "['Sumi Shimamoto', 'Mahito Tsujimura', 'Hisako Kyôda', 'Gorô Naya']"
152 3 "The Terminator" (1984) 8.0 84 47680 "
Action, Sci-Fi            " "107 min" - 38400000.0 "James Cameron" "['Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn', 'Paul Winfield']"
153 4 "This Is Spinal Tap" (1984) 8.0 91 47680 "
Comedy, Music            " "82 min" - 188751.0 "Rob Reiner" "['Rob Reiner', 'Michael McKean', 'Christopher Guest', 'Kimberly Stringer']"
154 5 "Ghost Busters" (1984) 7.8 71 47680 "
Action, Comedy, Fantasy            " "105 min" - 238632124.0 "Ivan Reitman" "['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis']"
155 6 "Blood Simple." (1984) 7.7 81 47680 "
Crime, Drama, Thriller            " "99 min" - 2150000.0 "Joel Coen" "['John Getz', 'Frances McDormand', 'Dan Hedaya', 'M. Emmet Walsh']"
156 7 "Indiana Jones and the Temple of Doom" (1984) 7.6 57 47680 "
Action, Adventure            " "118 min" (Banned) 179870271.0 "Steven Spielberg" "['Harrison Ford', 'Kate Capshaw', 'Jonathan Ke Quan', 'Amrish Puri']"
157 8 "Stranger Than Paradise" (1984) 7.6 86 47680 "
Comedy, Drama            " "89 min" - 2436000.0 "Jim Jarmusch" "['John Lurie', 'Eszter Balint', 'Richard Edson', 'Cecillia Stark']"
158 9 "A Nightmare on Elm Street" (1984) 7.5 76 47680 "
Horror            " "91 min" A 25504513.0 "Wes Craven" "['Heather Langenkamp', 'Johnny Depp', 'Robert Englund', 'John Saxon']"
159 10 "The Natural" (1984) 7.5 61 47680 "
Drama, Sport            " "138 min" PG 47951979.0 "Barry Levinson" "['Robert Redford', 'Robert Duvall', 'Glenn Close', 'Kim Basinger']"
160 11 "Broadway Danny Rose" (1984) 7.5 80 47680 "
Comedy            " "84 min" - 10600497.0 "Woody Allen" "['Woody Allen', 'Mia Farrow', 'Nick Apollo Forte', 'Sandy Baron']"
161 12 "The NeverEnding Story" (1984) 7.4 46 47680 "
Adventure, Drama, Family            " "102 min" - 20158808.0 "Wolfgang Petersen" "['Noah Hathaway', 'Barret Oliver', 'Tami Stronach', 'Gerald McRaney']"
162 13 "Beverly Hills Cop" (1984) 7.3 64 47680 "
Action, Comedy, Crime            " "105 min" - 234760478.0 "Martin Brest" "['Eddie Murphy', 'Judge Reinhold', 'John Ashton', 'Lisa Eilbacher']"
163 14 "The Karate Kid" (1984) 7.2 60 47680 "
Action, Drama, Family            " "126 min" - 90815558.0 "John G. Avildsen" "['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue', 'Martin Kove']"
164 15 Gremlins (1984) 7.2 70 47680 "
Comedy, Fantasy, Horror            " "106 min" - 148170000.0 "Joe Dante" "['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton', 'John Louie']"
165 16 "Nineteen Eighty-Four" (1984) 7.2 67 47680 "
Drama, Sci-Fi            " "113 min" - 8400000.0 "Michael Radford" "['John Hurt', 'Richard Burton', 'Suzanna Hamilton', 'Cyril Cusack']"
166 17 "Top Secret!" (1984) 7.2 68 47680 "
Comedy, Music            " "90 min" - 20500000.0 "Jim Abrahams" "['Val Kilmer', 'Lucy Gutteridge', 'Peter Cushing', 'Jeremy Kemp']"
167 18 "Sixteen Candles" (1984) 7.1 61 47680 "
Comedy, Romance            " "93 min" A 23686027.0 "John Hughes" "['Molly Ringwald', 'Anthony Michael Hall', 'Justin Henry', 'Michael Schoeffling']"
168 19 "The Bounty" (1984) 7.1 62 47680 "
Action, Adventure, Drama            " "132 min" - 8600000.0 "Roger Donaldson" "['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier', 'Edward Fox']"
169 20 Starman (1984) 7.0 71 47680 "
Romance, Sci-Fi            " "115 min" - 28700000.0 "John Carpenter" "['Jeff Bridges', 'Karen Allen', 'Charles Martin Smith', 'Richard Jaeckel']"
170 21 "Romancing the Stone" (1984) 6.9 63 47680 "
Action, Adventure, Comedy            " "106 min" - 76572238.0 "Robert Zemeckis" "['Michael Douglas', 'Kathleen Turner', 'Danny DeVito', 'Zack Norman']"
171 22 "Repo Man" (1984) 6.9 75 47680 "
Comedy, Crime, Sci-Fi            " "92 min" - 3569083.0 "Alex Cox" "['Harry Dean Stanton', 'Emilio Estevez', 'Tracey Walter', 'Olivia Barash']"
172 23 "The Muppets Take Manhattan" (1984) 6.9 64 47680 "
Adventure, Comedy, Drama            " "94 min" - 25534703.0 "Frank Oz" "['Jim Henson', 'Frank Oz', 'Dave Goelz', 'Steve Whitmire']"
173 24 "Streets of Fire" (1984) 6.8 59 47680 "
Action, Crime, Drama            " "93 min" PG 8089290.0 "Walter Hill" "['Michael Paré', 'Diane Lane', 'Rick Moranis', 'Amy Madigan']"
174 25 2010 (1984) 6.8 53 47680 "
Adventure, Mystery, Sci-Fi            " "116 min" - 40200000.0 "Peter Hyams" "['Roy Scheider', 'John Lithgow', 'Helen Mirren', 'Bob Balaban']"
175 26 "Body Double" (1984) 6.8 69 47680 "
Mystery, Thriller            " "114 min" - 8801940.0 "Brian De Palma" "['Craig Wasson', 'Melanie Griffith', 'Gregg Henry', 'Deborah Shelton']"
176 27 "Police Academy" (1984) 6.7 41 47680 "
Comedy            " "96 min" - 81198894.0 "Hugh Wilson" "['Steve Guttenberg', 'G.W. Bailey', 'Kim Cattrall', 'Bubba Smith']"
177 28 "The Last Starfighter" (1984) 6.7 67 47680 "
Action, Adventure, Sci-Fi            " "101 min" - 28733290.0 "Nick Castle" "['Lance Guest', 'Robert Preston', 'Kay E. Kuter', 'Dan Mason']"
178 29 "Star Trek III: The Search for Spock" (1984) 6.7 56 47680 "
Action, Adventure, Sci-Fi            " "105 min" - 76471046.0 "Leonard Nimoy" "['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']"
179 30 Dune (1984) 6.6 40 47680 "
Action, Adventure, Sci-Fi            " "137 min" - 30925690.0 "David Lynch" "['Kyle MacLachlan', 'Virginia Madsen', 'Francesca Annis', 'Leonardo Cimino']"
180 31 "Revenge of the Nerds" (1984) 6.6 44 47680 "
Comedy            " "90 min" - 40900000.0 "Jeff Kanew" "['Robert Carradine', 'Anthony Edwards', 'Timothy Busfield', 'Andrew Cassese']"
181 32 Footloose (1984) 6.5 42 47680 "
Drama, Music, Romance            " "107 min" - 80035402.0 "Herbert Ross" "['Kevin Bacon', 'Lori Singer', 'John Lithgow', 'Dianne Wiest']"
182 33 "Purple Rain" (1984) 6.5 55 47680 "
Drama, Music, Musical            " "111 min" - 68392977.0 "Albert Magnoli" "['Prince', 'Apollonia Kotero', 'Morris Day', 'Olga Karlatos']"
183 34 "The Cotton Club" (1984) 6.5 68 47680 "
Crime, Drama, Music            " "127 min" - 25928721.0 "Francis Ford Coppola" "['Richard Gere', 'Gregory Hines', 'Diane Lane', 'Lonette McKee']"
184 35 "Johnny Dangerously" (1984) 6.5 54 47680 "
Comedy, Crime            " "90 min" - 12137.0 "Amy Heckerling" "['Michael Keaton', 'Joe Piscopo', 'Marilu Henner', 'Maureen Stapleton']"
185 36 "The Adventures of Buckaroo Banzai Across the 8th Dimension" (1984) 6.4 70 47680 "
Adventure, Comedy, Romance            " "103 min" - 6254148.0 "W.D. Richter" "['Peter Weller', 'John Lithgow', 'Ellen Barkin', 'Jeff Goldblum']"
186 37 "Red Dawn" (1984) 6.4 55 47680 "
Action, Drama            " "114 min" - 38376497.0 "John Milius" "['Patrick Swayze', 'C. Thomas Howell', 'Lea Thompson', 'Charlie Sheen']"
187 38 "Bachelor Party" (1984) 6.3 56 47680 "
Comedy            " "105 min" - 38435947.0 "Neal Israel" "['Tom Hanks', 'Tawny Kitaen', 'Adrian Zmed', 'George Grizzard']"
188 1 "Back to the Future" (1985) 8.5 87 47680 "
Adventure, Comedy, Sci-Fi            " "116 min" U 210609762.0 "Robert Zemeckis" "['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover']"
189 2 Brazil (1985) 8.0 88 47680 "
Drama, Sci-Fi            " "132 min" R 9929135.0 "Terry Gilliam" "['Jonathan Pryce', 'Kim Greist', 'Robert De Niro', 'Katherine Helmond']"
190 3 "The Breakfast Club" (1985) 7.9 62 47680 "
Comedy, Drama            " "97 min" A 45875171.0 "John Hughes" "['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald', 'Ally Sheedy']"
191 4 "The Goonies" (1985) 7.8 60 47680 "
Adventure, Comedy, Family            " "114 min" - 61503218.0 "Richard Donner" "['Sean Astin', 'Josh Brolin', 'Jeff Cohen', 'Corey Feldman']"
192 5 "The Color Purple" (1985) 7.8 78 47680 "
Drama            " "154 min" - 98467863.0 "Steven Spielberg" "['Danny Glover', 'Whoopi Goldberg', 'Oprah Winfrey', 'Margaret Avery']"
193 6 "After Hours" (1985) 7.7 90 47680 "
Comedy, Crime, Drama            " "97 min" - 10600000.0 "Martin Scorsese" "['Griffin Dunne', 'Rosanna Arquette', 'Verna Bloom', 'Tommy Chong']"
194 7 "The Purple Rose of Cairo" (1985) 7.7 75 47680 "
Comedy, Fantasy, Romance            " "82 min" - 10631333.0 "Woody Allen" "['Mia Farrow', 'Jeff Daniels', 'Danny Aiello', 'Irving Metzman']"
195 8 "The Return of the Living Dead" (1985) 7.4 66 47680 "
Comedy, Horror, Sci-Fi            " "91 min" - 14237000.0 "Dan O'Bannon" "['Clu Gulager', 'James Karen', 'Don Calfa', 'Thom Mathews']"
196 9 "A Room with a View" (1985) 7.4 80 47680 "
Drama, Romance            " "117 min" - 20966644.0 "James Ivory" "['Maggie Smith', 'Helena Bonham Carter', 'Denholm Elliott', 'Julian Sands']"
197 10 Witness (1985) 7.4 76 47680 "
Crime, Drama, Romance            " "112 min" - 68706993.0 "Peter Weir" "['Harrison Ford', 'Kelly McGillis', 'Lukas Haas', 'Josef Sommer']"
198 11 "Kiss of the Spider Woman" (1985) 7.4 80 47680 "
Drama            " "120 min" - 17037728.0 "Hector Babenco" "['William Hurt', 'Raul Julia', 'Sônia Braga', 'José Lewgoy']"
199 12 Clue (1985) 7.3 36 47680 "
Comedy, Crime, Mystery            " "94 min" - 14643997.0 "Jonathan Lynn" "['Eileen Brennan', 'Tim Curry', 'Madeline Kahn', 'Christopher Lloyd']"
200 13 "Pale Rider" (1985) 7.3 61 47680 "
Western            " "115 min" - 41410568.0 "Clint Eastwood" "['Clint Eastwood', 'Michael Moriarty', 'Carrie Snodgress', 'Sydney Penny']"
201 14 "To Live and Die in L.A." (1985) 7.3 81 47680 "
Action, Crime, Drama            " "116 min" - 17307019.0 "William Friedkin" "['William Petersen', 'Willem Dafoe', 'John Pankow', 'Debra Feuer']"
202 15 Mask (1985) 7.2 73 47680 "
Biography, Drama            " "120 min" - 48230162.0 "Peter Bogdanovich" "['Cher', 'Eric Stoltz', 'Sam Elliott', 'Estelle Getty']"
203 16 Silverado (1985) 7.2 64 47680 "
Action, Crime, Drama            " "133 min" - 33200000.0 "Lawrence Kasdan" "['Kevin Kline', 'Scott Glenn', 'Kevin Costner', 'Danny Glover']"
204 17 "Better Off Dead..." (1985) 7.2 51 47680 "
Comedy, Romance            " "97 min" - 10297601.0 "Savage Steve Holland" "['John Cusack', 'David Ogden Stiers', 'Kim Darby', 'Demian Slade']"
205 18 "Day of the Dead" (1985) 7.2 60 47680 "
Horror, Thriller            " "96 min" - 5804262.0 "George A. Romero" "['Lori Cardille', 'Terry Alexander', 'Joseph Pilato', 'Jarlath Conroy']"
206 19 "Pee-wee's Big Adventure" (1985) 7.0 47 47680 "
Adventure, Comedy, Family            " "91 min" - 40900000.0 "Tim Burton" "['Paul Reubens', 'Elizabeth Daily', 'Mark Holton', 'Diane Salinger']"
207 20 "Real Genius" (1985) 7.0 71 47680 "
Comedy, Romance, Sci-Fi            " "108 min" - 13000000.0 "Martha Coolidge" "['Val Kilmer', 'Gabriel Jarret', 'Michelle Meyrink', 'William Atherton']"
208 21 "The Sure Thing" (1985) 7.0 76 47680 "
Comedy, Drama, Romance            " "100 min" - 18135531.0 "Rob Reiner" "['John Cusack', 'Daphne Zuniga', 'Anthony Edwards', 'Boyd Gaines']"
209 22 Fletch (1985) 6.9 68 47680 "
Comedy, Crime, Mystery            " "98 min" - 50612888.0 "Michael Ritchie" "['Chevy Chase', 'Joe Don Baker', 'Dana Wheeler-Nicholson', 'Richard Libertini']"
210 23 Phenomena (1985) 6.9 57 47680 "
Horror, Mystery            " "116 min" - 19385.0 "Dario Argento" "['Jennifer Connelly', 'Donald Pleasence', 'Daria Nicolodi', 'Fiore Argento']"
211 24 "My Beautiful Laundrette" (1985) 6.9 75 47680 "
Comedy, Drama, Romance            " "97 min" - 2451545.0 "Stephen Frears" "['Saeed Jaffrey', 'Roshan Seth', 'Daniel Day-Lewis', 'Richard Graham']"
212 25 "Rocky IV" (1985) 6.8 40 47680 "
Drama, Sport            " "91 min" - 127873716.0 "Sylvester Stallone" "['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']"
213 26 "Return to Oz" (1985) 6.8 42 47680 "
Adventure, Family, Fantasy            " "113 min" - 21728.0 "Walter Murch" "['Fairuza Balk', 'Nicol Williamson', 'Jean Marsh', 'Piper Laurie']"
214 27 Commando (1985) 6.7 51 47680 "
Action, Adventure, Thriller            " "90 min" - 35100000.0 "Mark L. Lester" "['Arnold Schwarzenegger', 'Rae Dawn Chong', 'Dan Hedaya', 'Vernon Wells']"
215 28 Cocoon (1985) 6.7 65 47680 "
Comedy, Drama, Sci-Fi            " "117 min" - 76113124.0 "Ron Howard" "['Don Ameche', 'Wilford Brimley', 'Hume Cronyn', 'Brian Dennehy']"
216 29 "Weird Science" (1985) 6.6 46 47680 "
Comedy, Romance, Sci-Fi            " "94 min" - 23834048.0 "John Hughes" "['Anthony Michael Hall', 'Ilan Mitchell-Smith', 'Kelly LeBrock', 'Bill Paxton']"
217 30 Explorers (1985) 6.6 58 47680 "
Adventure, Comedy, Family            " "109 min" PG 9873044.0 "Joe Dante" "['Ethan Hawke', 'River Phoenix', 'Jason Presson', 'Bradley Gregg']"
218 31 Legend (1985) 6.5 30 47680 "
Adventure, Fantasy, Romance            " "94 min" - 15502112.0 "Ridley Scott" "['Tom Cruise', 'Mia Sara', 'Tim Curry', 'David Bennent']"
219 32 "Just One of the Guys" (1985) 6.5 57 47680 "
Comedy, Romance            " "90 min" - 11500000.0 "Lisa Gottlieb" "['Joyce Hyser', 'Clayton Rohner', 'Billy Jayne', 'Toni Hudson']"
220 33 "The Black Cauldron" (1985) 6.5 59 47680 "
Animation, Action, Adventure            " "80 min" PG 21288692.0 "Ted Berman" "['Grant Bardsley', 'Freddie Jones', 'Susan Sheridan', 'Nigel Hawthorne']"
221 34 "Rambo: First Blood Part II" (1985) 6.4 47 47680 "
Action, Adventure, Thriller            " "96 min" - 150415432.0 "George P. Cosmatos" "['Sylvester Stallone', 'Richard Crenna', 'Charles Napier', 'Steven Berkoff']"
222 35 "St. Elmo's Fire" (1985) 6.4 35 47680 "
Drama, Romance            " "110 min" - 37803872.0 "Joel Schumacher" "['Demi Moore', 'Rob Lowe', 'Andrew McCarthy', 'Emilio Estevez']"
223 36 "Silver Bullet" (1985) 6.4 26 47680 "
Horror            " "95 min" - 5400000.0 "Daniel Attias" "['Gary Busey', 'Everett McGill', 'Corey Haim', 'Megan Follows']"
224 1 Aliens (1986) 8.4 84 47680 "
Action, Adventure, Sci-Fi            " "137 min" A 85160248.0 "James Cameron" "['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn', 'Paul Reiser']"
225 2 "Stand by Me" (1986) 8.1 75 47680 "
Adventure, Drama            " "89 min" - 52287414.0 "Rob Reiner" "['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell""]"
226 3 Platoon (1986) 8.1 92 47680 "
Drama, War            " "120 min" A 138530565.0 "Oliver Stone" "['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David']"
227 4 "Hannah and Her Sisters" (1986) 7.9 90 47680 "
Comedy, Drama            " "107 min" - 40084041.0 "Woody Allen" "['Mia Farrow', 'Dianne Wiest', 'Michael Caine', 'Barbara Hershey']"
228 5 "Ferris Bueller's Day Off" (1986) 7.8 61 47680 "
Comedy            " "103 min" - 70136369.0 "John Hughes" "['Matthew Broderick', 'Alan Ruck', 'Mia Sara', 'Jeffrey Jones']"
229 6 "Blue Velvet" (1986) 7.8 76 47680 "
Drama, Mystery, Thriller            " "120 min" - 8551228.0 "David Lynch" "['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper', 'Laura Dern']"
230 7 "Down by Law" (1986) 7.8 75 47680 "
Comedy, Crime, Drama            " "107 min" - 1436000.0 "Jim Jarmusch" "['Tom Waits', 'John Lurie', 'Roberto Benigni', 'Nicoletta Braschi']"
231 8 Hoosiers (1986) 7.6 76 47680 "
Drama, Sport            " "114 min" - 28607524.0 "David Anspaugh" "['Gene Hackman', 'Barbara Hershey', 'Dennis Hopper', 'Sheb Wooley']"
232 9 "The Fly" (1986) 7.5 79 47680 "
Drama, Horror, Sci-Fi            " "96 min" - 40456565.0 "David Cronenberg" "['Jeff Goldblum', 'Geena Davis', 'John Getz', 'Joy Boushel']"
233 10 Labyrinth (1986) 7.4 50 47680 "
Adventure, Family, Fantasy            " "101 min" - 12729917.0 "Jim Henson" "['David Bowie', 'Jennifer Connelly', 'Toby Froud', 'Shelley Thompson']"
234 11 "Big Trouble in Little China" (1986) 7.3 53 47680 "
Action, Adventure, Comedy            " "99 min" - 11100000.0 "John Carpenter" "['Kurt Russell', 'Kim Cattrall', 'Dennis Dun', 'James Hong']"
235 12 "The Hitcher" (1986) 7.3 32 47680 "
Thriller            " "97 min" - 5844868.0 "Robert Harmon" "['Rutger Hauer', 'C. Thomas Howell', 'Jennifer Jason Leigh', 'Jeffrey DeMunn']"
236 13 "Star Trek IV: The Voyage Home" (1986) 7.3 71 47680 "
Adventure, Comedy, Sci-Fi            " "119 min" PG 109713132.0 "Leonard Nimoy" "['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan']"
237 14 Highlander (1986) 7.2 24 47680 "
Action, Adventure, Fantasy            " "116 min" R 5900000.0 "Russell Mulcahy" "['Christopher Lambert', 'Sean Connery', 'Clancy Brown', 'Roxanne Hart']"
238 15 Manhunter (1986) 7.2 75 47680 "
Crime, Horror, Mystery            " "120 min" - 8620929.0 "Michael Mann" "['William Petersen', 'Kim Greist', 'Joan Allen', 'Brian Cox']"
239 16 "Sid and Nancy" (1986) 7.1 76 47680 "
Biography, Drama, Music            " "112 min" - 2826523.0 "Alex Cox" "['Gary Oldman', 'Chloe Webb', 'David Hayman', 'Debby Bishop']"
240 17 "River's Edge" (1986) 7.1 73 47680 "
Crime, Drama            " "99 min" - 4600000.0 "Tim Hunter" "['Crispin Glover', 'Keanu Reeves', 'Ione Skye', 'Daniel Roebuck']"
